rust|B1|64|(0.2177323, 0.01886775047561314),
rust|B1|128|(0.1934859, 0.019195773568418648),
rust|B1|256|(0.4185345000000001, 0.07245886931804832),
rust|B1|512|(3.5590331000000006, 0.5781577047990368),
rust|B1|1024|(29.012939, 4.301472703590434),
rust|B1|2048|(311.4519396, 14.004271271119396),
rust|B1|4096|(2481.2581824, 20.278194767634574),
rust|B1|8192|(19947.165120800004, 150.13079289818972),
rust|B2|1|(28.479148400000003, 0.40276726154001136),
rust|B2|10|(319.3891221, 5.629793982225651),
rust|B2|20|(637.9331976999999, 10.437792351001422),
rust|B2|50|(1593.4404432000003, 26.155406833928602),
rust|B2|100|(3184.7982365000003, 52.61765277357329),
rust|B2|200|(6367.3021737, 100.57698908239227),
rust|B2|500|(15932.1990372, 230.01449588788628),
rust|B3|8|(85.50587580000001, 0.9112899429817929),
rust|B3|16|(107.94701359999999, 1.1245583936345998),
rust|B3|32|(146.7588969, 1.4545978480445012),
rust|B3|64|(222.6930046, 2.042172211151655),
rust|B3|128|(367.84223799999995, 2.599928392506725),
rust|B3|256|(650.0918191, 3.8344082805050927),
rust|B3|512|(1206.4245990000002, 6.506248246784389),
rust|B3|1024|(2309.3810018000004, 12.392629963645396),
rust|B3|2048|(4507.9189083, 23.725575629075607),
rust|B4|10|(2157.6152969, 21.086973263772748),
rust|B4|20|(4296.122627299999, 39.87325656801497),
rust|B4|50|(10717.7332805, 86.7854160702903),
rust|B4|100|(21436.080911699995, 154.81993282926584),
rust|B5|0|(9.195658, 0.06756895229615452),
rust|B5|1|(1.7309533000000001, 0.006494598494903278),
rust|B5|2|(1.6967816000000002, 0.00606508664736126),
rust|B5|3|(1.6941224, 0.006762055178715988),
rust|B5|4|(1.6916717000000001, 0.0060703218044845155),
rust|B5|5|(1.6965575000000002, 0.013133389450176206),
rust|B5|6|(1.6929581000000002, 0.007824676970329207),
rust|B5|7|(1.7019781999999999, 0.02518659715324796),
rust|B5|8|(1.7183177, 0.048313110798312284),
rust|B5|9|(1.7347378, 0.06261589170138847),
rust|B5|10|(1.7514256, 0.07388202074280319),
rust|B5|11|(1.7735543, 0.06797730772257754),
rust|B5|12|(1.7856666, 0.06797422301166818),
rust|B5|13|(1.7967229, 0.06833026591408814),
rust|B5|14|(1.8169625, 0.046727776117101924),
rust|B5|15|(1.8208487000000002, 0.0454688266377086),
rust|B5|16|(1.8244469000000003, 0.03774699900773567),
rust|B7|64|(0.3538113, 0.032626284499004794),
rust|B7|128|(0.4692029999999999, 0.009826885213535372),
rust|B7|256|(2.7869178000000003, 0.04994763629602504),
rust|B7|512|(19.3818603, 0.17309881250606507),
rust|B7|1024|(167.100881, 1.2326130479225004),
rust|B7|2048|(1344.8908901000002, 13.431925931533407),
rust|B7|4096|(10727.5566143, 108.89783627180552),
rust|B8|1|(18.9505651, 0.05863619854569339),
rust|B8|10|(207.18432639999997, 2.3352025533352005),
rust|B8|20|(414.88139759999996, 4.172527434375965),
rust|B8|50|(1036.0848097, 11.403905276376467),
rust|B8|100|(2071.1348262, 22.484390167836033),
rust|B8|200|(4141.648582, 43.34632554586184),
rust|B9|64|(0.2678152, 0.03559008119350109),
rust|B9|128|(0.21473119999999998, 0.041597114072493044),
rust|B9|256|(0.6428143000000001, 0.012588257075941849),
