rust|B1|64|0.225245,0.233989,0.249799,0.246132,0.197484,0.203152,0.199022,0.202243,0.203957,0.2163,
rust|B1|128|0.178653,0.17222900000000002,0.213132,0.169009,0.220262,0.18780000000000002,0.215659,0.215039,0.177246,0.18583,
rust|B1|256|0.6356740000000001,0.39432,0.396164,0.3944,0.39487300000000003,0.394581,0.40061399999999997,0.396807,0.38703,0.390882,
rust|B1|512|5.291235,3.391369,3.339015,3.329311,3.3448890000000002,3.3758019999999997,3.405859,3.380249,3.3232909999999998,3.4093109999999998,
rust|B1|1024|41.845653,27.777069,27.202317,27.19049,27.405437000000003,27.266246000000002,28.23799,27.374868,27.247643,28.581677,
rust|B1|2048|353.279517,303.77197299999995,307.73665700000004,306.201283,306.10396299999996,307.575484,306.875882,308.81356,306.200796,307.960281,
rust|B1|4096|2423.717863,2470.1021299999998,2493.260137,2488.227372,2486.9078010000003,2487.262453,2487.476609,2495.814036,2487.079683,2492.7337399999997,
rust|B1|8192|19524.920732,19893.618809,20068.124542,19972.356572,19971.894259,19983.624945,19971.669237000002,20093.263461,19983.922851,20008.2558,
rust|B2|1|27.853128,28.230922,28.640647,28.563451999999998,28.115283,29.202933,28.432955,29.124771,28.366302,28.261090999999997,
rust|B2|10|304.672574,315.928679,320.78893400000004,319.260626,319.533302,323.16166899999996,319.936231,321.651075,321.746424,327.21170700000005,
rust|B2|20|609.6538449999999,632.516678,644.530287,638.7169620000001,635.59466,647.422015,638.372575,643.549202,645.735303,643.24045,
rust|B2|50|1521.494095,1575.509398,1609.484005,1598.366397,1593.765836,1606.7948840000001,1598.1963540000002,1609.187682,1608.607164,1612.9986170000002,
rust|B2|100|3039.3938550000003,3153.713965,3214.941334,3197.66181,3180.138646,3222.4010129999997,3190.429165,3212.516639,3216.099499,3220.686439,
rust|B2|200|6093.258194999999,6295.484388,6436.947177,6388.701898,6365.883476999999,6432.804059,6374.9649660000005,6433.832898000001,6422.207354,6428.937325,
rust|B2|500|15308.342745999998,15763.135128,16081.883991000002,15964.733235000002,15934.656443,16089.846176000001,15949.615648,16076.740351000002,16069.000264,16084.036390000001,
rust|B3|8|83.020275,84.87017,86.09720899999999,85.825236,85.580983,86.174549,85.445384,85.913449,85.963202,86.168301,
rust|B3|16|104.96501900000001,107.47879400000001,108.102097,107.937035,108.21871700000001,108.685952,107.86499099999999,108.63425000000001,109.493417,108.08986399999999,
rust|B3|32|142.991267,145.464895,147.722897,147.20351200000002,146.61236599999998,148.094337,146.592993,147.67044800000002,147.51272200000002,147.72353199999998,
rust|B3|64|217.578101,221.081221,224.27203200000002,222.249571,221.627384,224.154774,223.609272,223.956321,224.217942,224.183428,
rust|B3|128|361.722886,365.41554399999995,370.109736,366.728896,366.80217,369.904287,368.09665800000005,369.96180200000003,369.789657,369.890744,
rust|B3|256|640.594032,646.604334,652.420543,647.283963,652.12163,653.072472,652.3161349999999,651.991561,651.80158,652.7119409999999,
rust|B3|512|1189.0598770000001,1199.781,1210.072386,1207.5354220000002,1209.630115,1210.126456,1209.045934,1210.352975,1209.465013,1209.176812,
rust|B3|1024|2276.547818,2295.742251,2315.888438,2315.063354,2314.226704,2315.1487039999997,2314.8941370000002,2315.497177,2315.6007280000003,2315.200707,
rust|B3|2048|4445.266952,4481.324071,4519.638387999999,4518.759387,4519.0016780000005,4518.742192000001,4518.683297,4519.138061,4519.168503999999,4519.466553,
rust|B4|10|2099.914612,2139.219369,2169.7962230000003,2164.7878889999997,2165.768904,2167.3337070000002,2162.643602,2171.4667630000004,2168.353326,2166.868574,
rust|B4|20|4188.649919,4258.752684,4321.548505,4306.066808,4306.422382,4314.0226840000005,4309.621656,4325.321887,4316.182831,4314.636917,
rust|B4|50|10496.203172,10616.242941999999,10782.928618,10739.194558,10732.768925,10759.20129,10739.498745,10788.174407999999,10763.465107,10759.65504,
rust|B4|100|21055.232081,21238.510241,21588.863093,21455.763701,21480.574938,21497.836774,21476.543983,21559.226068,21507.713497,21500.544740999998,
rust|B5|0|9.103705999999999,9.125519,9.177613,9.255726000000001,9.199186,9.182594,9.180719,9.199646000000001,9.360928,9.170943000000001,
rust|B5|1|1.718974,1.7281060000000001,1.730929,1.728961,1.734006,1.738127,1.728684,1.728885,1.728184,1.744677,
rust|B5|2|1.68574,1.6852530000000001,1.706061,1.698348,1.699413,1.6988050000000001,1.699349,1.698025,1.698396,1.698426,
rust|B5|3|1.6819140000000001,1.681857,1.6960810000000002,1.697218,1.696159,1.694864,1.705528,1.69563,1.6964000000000001,1.695573,
rust|B5|4|1.679799,1.6801,1.693882,1.696223,1.694046,1.693797,1.698653,1.693148,1.693608,1.693461,
rust|B5|5|1.679219,1.678966,1.7236339999999999,1.70655,1.693616,1.693565,1.711476,1.692448,1.6933079999999998,1.692793,
rust|B5|6|1.679559,1.679575,1.694449,1.7074550000000002,1.693951,1.6943629999999998,1.698942,1.6943030000000001,1.693697,1.693287,
rust|B5|7|1.680537,1.680871,1.773726,1.7082849999999998,1.694519,1.6938140000000002,1.699257,1.694423,1.700172,1.694178,
rust|B5|8|1.680298,1.680095,1.814832,1.708366,1.694699,1.710811,1.6948720000000002,1.694142,1.811402,1.69366,
rust|B5|9|1.6807599999999998,1.6807370000000001,1.81566,1.707987,1.6957039999999999,1.8558400000000002,1.694751,1.694069,1.812408,1.7094619999999998,
rust|B5|10|1.680973,1.694771,1.79664,1.707713,1.6950129999999999,1.8443260000000001,1.694091,1.694233,1.812319,1.894177,
rust|B5|11|1.807388,1.787388,1.796541,1.708734,1.694597,1.844265,1.694485,1.6940970000000002,1.812838,1.89521,
rust|B5|12|1.827649,1.8449600000000002,1.79598,1.708263,1.7402,1.844007,1.694096,1.694489,1.8119539999999998,1.895068,
rust|B5|13|1.8290330000000001,1.844913,1.7976100000000002,1.7087560000000002,1.8447909999999998,1.845144,1.694299,1.694501,1.812813,1.895369,
rust|B5|14|1.828608,1.8449250000000001,1.797369,1.708867,1.844806,1.8447369999999998,1.78469,1.807275,1.812959,1.895389,
rust|B5|15|1.8295329999999999,1.8450330000000001,1.797717,1.708812,1.845515,1.8457409999999999,1.8130600000000001,1.815054,1.812751,1.895271,
rust|B5|16|1.829088,1.8463349999999998,1.797622,1.742894,1.845689,1.845892,1.8137940000000001,1.813545,1.813631,1.8959789999999999,
rust|B7|64|0.41335900000000003,0.380554,0.315353,0.31375400000000003,0.391247,0.32741699999999996,0.36972,0.335123,0.330447,0.361139,
rust|B7|128|0.46848799999999996,0.468098,0.473415,0.455719,0.464146,0.484082,0.462117,0.474326,0.456059,0.48558,
rust|B7|256|2.8194600000000003,2.810763,2.767846,2.7331730000000003,2.7994600000000003,2.770706,2.732255,2.766007,2.7584459999999997,2.911062,
rust|B7|512|19.355366,19.160638000000002,19.721321,19.335567,19.156837,19.443248999999998,19.267936,19.354881000000002,19.387024999999998,19.635783,
rust|B7|1024|164.140133,165.724419,167.515416,166.74021,167.411647,167.25036300000002,167.851601,168.624448,167.992728,167.75784499999997,
rust|B7|2048|1315.438536,1326.198009,1351.436609,1341.395986,1346.532555,1351.155419,1348.048133,1364.162482,1352.3678989999999,1352.173273,
rust|B7|4096|10457.014525,10591.130421000002,10791.783093,10707.131584,10778.581646999999,10787.268764,10780.503186,10794.981096000001,10794.535924,10792.635903,
rust|B8|1|18.828869,18.854934,18.976851999999997,18.978420999999997,18.985091,19.033323000000003,18.967458999999998,18.955087,18.975323999999997,18.950291,
rust|B8|10|201.034132,205.48973,208.553535,207.67,207.229535,207.608403,207.058305,209.820639,208.840473,208.538512,
rust|B8|20|404.358638,409.372633,416.95304500000003,416.02034,416.962773,416.968819,417.132531,416.96198200000003,416.949185,417.13403,
rust|B8|50|1006.5599199999999,1022.228681,1041.710307,1040.3556780000001,1041.535511,1041.704776,1041.7064599999999,1041.685636,1041.706056,1041.655072,
rust|B8|100|2013.0750220000002,2043.7213700000002,2082.6715139999997,2077.793909,2081.350027,2082.470699,2082.4386339999996,2082.591163,2082.6096039999998,2082.6263200000003,
rust|B8|200|4031.1381309999997,4086.659311,4164.475166,4152.157687,4161.153535,4164.515566,4162.82203,4164.483875,4164.540338,4164.540180999999,
rust|B9|64|0.371564,0.251648,0.252603,0.258331,0.25361300000000003,0.252891,0.25575400000000004,0.250896,0.280466,0.250386,
rust|B9|128|0.337869,0.193282,0.203882,0.186276,0.203039,0.200311,0.210215,0.209987,0.20169900000000002,0.200752,
rust|B9|256|0.678439,0.639967,0.6429349999999999,0.642062,0.640439,0.6283420000000001,0.639905,0.640599,0.634079,0.6413760000000001,
rust|B9|512|4.049933,4.123077,4.169739000000001,4.176211,4.127879,4.132562999999999,4.0996369999999995,4.167507,4.152772,4.177636000000001,
rust|B9|1024|28.929287000000002,29.732977,29.580118,29.855333,29.089136,29.798848999999997,30.071333,29.09577,29.101202999999998,29.108728,
rust|B9|2048|366.964871,291.643015,330.813032,291.08207699999997,374.695996,294.091931,309.071108,294.11389199999996,293.392885,293.842573,
rust|B9|4096|3548.297454,3551.1972859999996,3554.214439,3552.6065569999996,3554.029736,3560.39281,3561.1850600000002,3556.301647,3562.135434,3554.623978,
rust|B10|64|0.309628,0.391858,0.444228,0.430089,0.458194,0.35983800000000005,0.429249,0.418108,0.450445,0.452319,
rust|B10|128|0.171939,0.177018,0.193196,0.186463,0.273105,0.18642499999999998,0.19153799999999999,0.232872,0.259813,0.18551099999999998,
rust|B10|256|0.396617,0.396171,0.406302,0.413363,0.40221799999999996,0.406157,0.396639,0.41371399999999997,0.415255,0.413791,
rust|B10|512|3.332472,3.333081,3.3863909999999997,3.3806130000000003,3.398593,3.411696,3.369713,3.349219,3.382433,3.354296,
rust|B10|1024|27.545588,28.230729999999998,27.998906,28.458822,27.795586,27.688147999999998,27.982256,27.712049,27.756789,27.73163,
rust|B10|2048|305.015323,308.56091299999997,312.295082,311.979681,313.015056,312.079786,312.172659,311.71559199999996,311.35220200000003,311.61130599999996,
